key,Name,Address,City,ST,Zip,County,Website,Phone,Type,New_Revised,Updated,FIPS
St Petersburg FL,Dissent Craft Brewing Co,5518 Haines Rd N,St Petersburg,FL,33714,Pinellas,www.dissentcraftbrewing.com,727-342-0255,BC/TR,,,12103
St Petersburg FL,Flying Boat Brewing Co,1776 11th Ave N,St Petersburg,FL,33713,Pinellas,flyingboatbrewing.com,727-800-2999,BC/TR,,,12103
St Petersburg FL,Green Bench Brewing Co,1133 Baum Ave N,St Petersburg,FL,33705,Pinellas,www.greenbenchbrewing.com/,727-800-9836,BC/TR,,,12103
St Petersburg FL,If I Brewed the World Craft Brewery,2200 1st Ave S,St Petersburg,FL,33712,Pinellas,www.ifibrewedtheworld.com,727-201-4484,BC/TR,,,12103
St Petersburg FL,Mastrys Brewing Co (C.D. Romas Rest),1462 66th Street N,St Petersburg,FL,33710,Pinellas,mastrysbrewingco.com/,727-344-3837,BP,,,12103
St Petersburg FL,Overflow Brewing Co,770 1st Ave N,St Petersburg,FL,33701,Pinellas,overflowbrewingco.com,727-914-0665,BC/TR,,,12103
St Petersburg FL,Pesky Pelican Brew Pub,923 72nd St N,St Petersburg,FL,33710,Pinellas,peskypelicanbrewpub.com/,727-302-9600,BP,,,12103
St Petersburg FL,Pinellas Ale Works,1962 1st Ave S,St Petersburg,FL,33712,Pinellas,www.pawbeer.com/,727-235-0970,BC/TR,,,12103
St Petersburg FL,Right around the Corner Arcade Brewery,2244 Central Ave,St Petersburg,FL,33712,Pinellas,stpetearcadebar.com,813-360-0766,BC/TR,,,12103
St Petersburg FL,St. Pete Brewing Co,544 First Ave N,St Petersburg,FL,33701,Pinellas,stpetebrewingcompany.com/,727-692-8809,BC/TR,,,12103
St Petersburg FL,Urban Comfort Restaurant & Brewery,2601 Central Ave,St Petersburg,FL,33713,Pinellas,www.urbancomfortstpete.com/brewery/,727-623-9823,BP,,,12103
St Petersburg Beach FL,Mastrys Brewing Co,7701 Blind Pass Rd,St Petersburg Beach,FL,33706,Pinellas,mastrysbrewingco.com,727-202-8045,BC/TR,,,12103
Tallahassee FL,Deep Brewing Co,2524 Cathay Ct,Tallahassee,FL,32308,Leon,deepbrewing.com/,850-570-1478,BC/TR,,,12073
Tallahassee FL,Fools Fire Brewing Co,415 Saint Francis St – Unit 112,Tallahassee,FL,32301,Leon,www.facebook.com/foolsfirebrew,850-727-4033,BP,NEW,6/22/2021,12073
Tallahassee FL,Lake Tribe Brewing Co,3357 Garber Dr - Unit 4,Tallahassee,FL,32303,Leon,www.laketribebrewing.com/,,BC/TR,,,12073
Tallahassee FL,Ology Brewing Co,2708 Power Mill Court,Tallahassee,FL,32301,Leon,ologybrewing.com,850-396-2809,BC/TR,,,12073
Tallahassee FL,Ology Brewing Co,118 E Sixth Ave,Tallahassee,FL,32303,Leon,ologybrewing.com/,850-296-2809,BC/TR,,,12073
Tallahassee FL,Oyster City Brewing Co,603 W Gaines St - Suite 7,Tallahassee,FL,32304,Leon,www.facebook.com/OCBC-Tallahassee-100557338880064/,850-629-4518,BC/TR,NEW,10/17/2021,12073
Tallahassee FL,Proof Brewing Co (Proper Brewpub),1320 S Monroe St,Tallahassee,FL,32301,Leon,www.1320southmonroe.com,850-577-0517,BP,,,12073
Tampa FL,7venth Sun Brewing Co,6809 N Nebraska Ave,Tampa,FL,33604,Hillsborough,www.7venthsun.com/#,813-231-5900,BC/TR,,,12057
Tampa FL,81Bay Brewing Co,4465 W Gandy Blvd - Suite 600,Tampa,FL,33611,Hillsborough,81BayBrewCo.com/,813-837-2739,BC/TR,,,12057
Tampa FL,Angry Chair Brewing Co,6401 N Florida Ave,Tampa,FL,33604,Hillsborough,www.angrychairbrewing.com/,813-238-1122,BC/TR,,,12057
Tampa FL,Barriehaus Beer Co,1403 E 5th Ave,Tampa,FL,33605,Hillsborough,www.barriehaus.com,,BC/TR,,,12057
Tampa FL,Bastet Brewing Co,1951 E Adamo Dr - Suite B,Tampa,FL,33605,Hillsborough,www.bastetbrewing.com,813-242-0064,BC/TR,NEW,5/2/2021,12057
Tampa FL,Bay Cannon Beer Co,2106 W Main St,Tampa,FL,33607,Hillsborough,www.baycannon.com,813-442-5615,BP,,,12057
Tampa FL,Brew Bus Brewery & Terminal,4101 N Florida Ave,Tampa,FL,33603,Hillsborough,www.brewbususa.com/terminal-and-brewery/,813-990-7310,BP,,,12057
Tampa FL,Carrollwood Brewing Co (Brass Tap Rest),10047 N Dale Mabry Hwy,Tampa,FL,33618,Hillsborough,brasstapbeerbar.com/Carrollwood,813-969-2337,BP,,,12057
Tampa FL,Cigar City Brewing (CANarchy),3924 W Spruce St,Tampa,FL,33607,Hillsborough,www.cigarcitybeer.com/,813-348-6363,BC/TR,,,12057
Tampa FL,Cigar City Brewing At Tampa International Airport (CANarchy),4100 George J Bean Pky - NEED BOARDING PASS,Tampa,FL,33607,Hillsborough,www.cigarcitybeer.com/,813-870-8700,BP,,,12057
Tampa FL,Coppertail Brewing Co,2601 E 2nd Ave,Tampa,FL,33605,Hillsborough,www.coppertailbrewing.com/,813-247-1500,BC/TR,,,12057
Tampa FL,Dunderbrau Brewery (Mr. Dunderbaks),14929 Bruce B Downs Blvd,Tampa,FL,33613,Hillsborough,www.dunderbaks.com,813-977-4104,BP,,,12057
Tampa FL,Hidden Springs Ale Works,1631 N Franklin St,Tampa,FL,33602,Hillsborough,www.hiddenspringsaleworks.com/,813-226-2739,BC/TR,,,12057
Tampa FL,Late Start Brewery (Pour House),1208 E Kennedy Blvd - 112,Tampa,FL,33602,Hillsborough,www.latestartbrewing.com,813-402-2923,BC/TR,,,12057
Tampa FL,Rock Brothers Brewing Co,1901 N 15th St,Tampa,FL,33605,Hillsborough,rockbrothersbrewing.com,828-773-9481,BC/TR,,,12057
Tampa FL,Six Ten Brewing Co,7052 Benjamin Rd,Tampa,FL,33634,Hillsborough,www.sixtenbrewing.com/,813-886-0610,BC/TR,,,12057
Tampa FL,Southern Brewing & Winemaking,4500 N Nebraska Ave,Tampa,FL,33603,Hillsborough,www.southernbrewingwinemaking.com/,813-238-7800,BC/TR,,,12057
Tampa FL,Tampa Bay Brewing Co,1600 E 8th Ave,Tampa,FL,33605,Hillsborough,www.tampabaybrewingcompany.com/,813-247-1422,BP,,,12057
Tampa FL,Tampa Bay Brewing Co,13937 Monroes Business Park,Tampa,FL,33635,Hillsborough,www.tampabaybrewingcompany.com/,813-247-1422,BP,,,12057
Tampa FL,Tampa Beer Works,333 N Falkenburg Rd - D-407,Tampa,FL,33619,Hillsborough,tampabeerworks.com/,813-990-0700,BC/TR,,,12057
Tampa FL,Ulele Spring Brewery (Ulele Restaurant),1810 N Highland Ave,Tampa,FL,33602,Hillsborough,www.ulele.com/,813-999-4952,BP,,,12057
Tampa FL,Wild Rover Brewery,13921 Lynmar Blvd,Tampa,FL,33626,Hillsborough,www.thewildroverbrewery.com,813-475-5995,BP,,,12057
Tampa FL,Woven Water Brewing Co,456 W Columbus Dr,Tampa,FL,33602,Hillsborough,www.wovenwaterbrew.com,813-443-9463,BC/TR,,,12057
Tampa FL,Yuengling D.G & Son,1111 30th St,Tampa,FL,33612,Hillsborough,www.yuengling.com/,813-972-8529,BC/TR,,,12057
Tampa FL,Zydeco Brew Werks,1902 E 7th Ave,Tampa,FL,33605,Hillsborough,www.facebook.com/Zydecobrewwerks/,813-252-4541,BP,,,12057
Tarpon Springs FL,Brighter Days Brewing Co,311 N Stafford Ave,Tarpon Springs,FL,34689,Pinellas,www.facebook.com/Brighter-Days-Brewing-Company-282372538847975,727-940-2350,BC/TR,,,12103
Tarpon Springs FL,Five Branches Brewing Co,531 Athens St,Tarpon Springs,FL,34689,Pinellas,www.fivebranchesbrewing.com,727-483-9122,BC/TR,,,12103
Tarpon Springs FL,Saint Somewhere Brewing Co,312 E Tarpon Ave,Tarpon Springs,FL,34689,Pinellas,www.saintsomewherebrewing.com/,813-503-6181,BC/TR,,,12103
Tarpon Springs FL,Silverking Brewing Co,325 E Lemon St,Tarpon Springs,FL,34689,Pinellas,www.silverkingbrewing.com/,727-422-7598,BC/TR,,,12103
Tarpon Springs FL,Two Frogs Brewing Co,151 E Tarpon Ave,Tarpon Springs,FL,34689,Pinellas,www.facebook.com/twofrogsbrewing/,727-940-6077,BC/TR,,,12103
Tequesta FL,Tequesta Brewing Co,287 S US Highway 1,Tequesta,FL,33469,Palm Beach,www.facebook.com/pages/Tequesta-Brewing-Co/111644658847904/,561-745-5000,BC,,,12099
The Villages FL,Bavarian Brewhaus,2738 Brownwood Blvd,The Villages,FL,32163,Sumter,www.bavarianbrewhaus.com/brewery.html,352-399-5516,BP,,,12119
Titusville FL,Playalinda Brewing Co,305 S Washington Ave,Titusville,FL,32796,Brevard,www.playalindabrewingcompany.com/,321-225-8978,BC/TR,,,12009
Titusville FL,Playalinda Brewing Co (Brix Project),5220 S Washington Ave,Titusville,FL,32780,Brevard,www.playalindabrewingcompany.com/brix,321-567-5974,BP,,,12009
Treasure Island FL,Sea Dog Treasure Island,9610 Gulf Blvd,Treasure Island,FL,33706,Pinellas,seadogtreasureisland.com,727-954-7805,BP,,,12103
Trinity FL,Escape Brewing Co,9945 Trinity Blvd - Suite 108,Trinity,FL,34655,Pasco,www.escapebrewingcompany.com/,727-807-6092,BC/TR,,,12101
Valrico FL,Bullgrog Creek Brewing Co,3632 Lithia Pinecrest Rd,Valrico,FL,33596,Hillsborough,bullfrogcreekbrewing.com,813-703-8835,BP,NEW,5/2/2021,12057
Venice FL,3 Bridges Brewing Co (Off the Wagon Brewery - Kitchen),2107 S Tamiami Trail S,Venice,FL,34293,Sarasota,www.otwbar.com,941-468-8100,BP,,,12115
Vero Beach FL,American Icon Brewery,1133 19th Place,Vero Beach,FL,32960,Indian River,www.americaniconbrewery.com/,772-266-5507,BP,,,12061
Vero Beach FL,Orchid Island Brewery,2855 Ocean Dr - Suite C1,Vero Beach,FL,32963,Indian River,www.orchidislandbrewing.com/,772-321-1244,BC/TR,,,12061
Vero Beach FL,Walking Tree Brewery,3209 Dodger Rd,Vero Beach,FL,32960,Indian River,www.walkingtreebrewery.com/,772-217-3502,BC/TR,,,12061
Wesley Chapel FL,Florida Avenue Brewing Co,2029 Arrowgrass Dr,Wesley Chapel,FL,33544,Pasco,floridaavebrewing.com,813-452-6333,BP,,,12101
West Palm Beach FL,Accomplice Brewery & Ciderworks,1027 N Florida Mango Rd,West Palm Beach,FL,33409,Palm Beach,accomplicebrewery.com/,561-568-7242,BC/TR,,,12099
West Palm Beach FL,Civil Society Brewing Co,425 Kanuga Dr,West Palm Beach,FL,33401,Palm Beach,civilsocietybrewing.com,561-444-3538,BC/TR,,,12099
West Palm Beach FL,Dixie Grill & Brewery,5101 S Dixie Hwy,West Palm Beach,FL,33405,Palm Beach,www.dixiegrillandbar.com,561-586-3189,BP,,,12099
West Palm Beach FL,Steam Horse Brewing Co,1500 Elizabeth Ave,West Palm Beach,FL,33401,Palm Beach,www.steamhorsebrewing.com,561-623-0091,BC/TR,,,12099
West Palm Beach FL,West Palm Beach Brewery,332 Evernia St,West Palm Beach,FL,33401,Palm Beach,www.westpalmbeer.com/,561-619-8813,BP,,,12099
Wildwood FL,Backyard Barn Winery & Microbrewery,1945 E County Rd 462,Wildwood,FL,34785,Sumter,backyardbarnwinery.com/,352-418-7887,BC/TR,,,12119
Winter Garden FL,Crooked Can Brewing Co,426 W Plant St,Winter Garden,FL,34787,Orange,crookedcan.com/,407-395-9520,BC/TR,,,12095
Winter Haven FL,Grove Roots Brewing Co,302 3rd St SW,Winter Haven,FL,33880,Polk,groveroots.com,863-291-0700,BC/TR,,,12105
Winter Park FL,Bear & Peacock Brewery (Winter Park Brewstillery),1288 N Orange Ave,Winter Park,FL,32789,Orange,www.facebook.com/The-Bear-Peacock-1612726012320917,407-801-2714,BC/TR,,,12095
Winter Park FL,Deadly Sins Brewing Co,750 Jackson Ave,Winter Park,FL,32789,Orange,deadlysins.fillthetaproom.com,407-900-8726,BC/TR,,,12095
Winter Park FL,Ravenous Pig Cask and Larder,565 W Fairbanks Ave,Winter Park,FL,32789,Orange,www.caskandlarder.com/,407-628-2333,BP,,,12095
Winter Springs FL,Red Cypress Brewery,853 E State Rd 434,Winter Springs,FL,32708,Seminole,redcypressbrewery.com/,407-542-0341,BC/TR,,,12117
Yulee FL,SJ Brewing Co,463646 State Rd 200 - Suite 13,Yulee,FL,32097,Nassau,sjbrewingco.com,904-849-1654,BC/TR,,,12089
Zephyrhills FL,Zephyrhills Brewing Co,38530 5th Ave,Zephyrhills,FL,33542,Pasco,zbcbeer.com,813-715-2683,BC/TR,,,12101
Acworth GA,Red Top Brewhouse,4637 Main St,Acworth,GA,30101,Cobb,www.redtopbrewhouse.com,470-893-0425,BP,,,13067
Albany GA,Pretoria Fields Collective Brewery,120 Pine Ave,Albany,GA,31701,Dougherty,pretoriafields.com/,229-518-1770,BC/TR,,,13095
Albany GA,MillerCoors (Molson Coors Beverage Co),405 Cordele Rd,Albany,GA,31708,Dougherty,www.millerbrewing.com/,912-888-3000,BC,,,13095
Alpharetta GA,5 Seasons Brewing Co,3655 Old Milton Pky - CLOSED 2017,Alpharetta,GA,30005,Fulton,www.5seasonsbrewing.com/,770-521-5551,BP,,,13121
Alpharetta GA,Cherry Street Brewpub at Halcyon,6640 Town Square,Alpharetta,GA,30005,Fulton,www.cherrystreetbrewing.com/halcyon,970-980-3646,BP,,,13121
Alpharetta GA,Currahee Brewing Co,25 Main St,Alpharetta,GA,30009,Fulton,www.curraheebrew.com,770-696-2097,BC/TR,,,13121
Alpharetta GA,Jekyll Brewing Co,2855 Marconi Dr - Suite 350,Alpharetta,GA,30005,Fulton,www.jekyllbrewing.com/,770-596-8788,BC/TR,,,13121
Athens GA,Akademia Brewing Co,150 Crane Dr,Athens,GA,30606,Clarke,akademiabc.com,678-726-2288,BP,,,13059
Athens GA,Athentic Brewing Co,108 Park Ave,Athens,GA,30601,Clarke,athenticbrewing.com,706-206-2074,BC/TR,,,13059
Athens GA,Creature Comforts Brewing Co,271 W Hancock Ave,Athens,GA,30601,Clarke,www.creaturecomfortsbeer.com/,706-621-6595,BC,,,13059
Athens GA,Creature Comforts Brewing Co,285 Bryan St,Athens,GA,30601,Clarke,www.creaturecomfortsbeer.com,,BC,,,13059
Athens GA,Normaltown Brewing Co,149 Oneta St,Athens,GA,30601,Clarke,normaltown-brewing-co.business.site,706-850-8996,BC/TR,,,13059
Athens GA,Southern Brewing Co,231 Collins Industrial Blvd,Athens,GA,30601,Clarke,www.sobrewco.com/,706-548-7183,BC/TR,,,13059
Athens GA,Terrapin Beer Co (Molson Coors Beverage Co),265 Newton Bridge Rd,Athens,GA,30607,Clarke,www.terrapinbeer.com/,888-557-2337,BC,,,13059
Atlanta GA,Porter Pizza and Brewery,6370 Powers Ferry Rd NW - Suite 101,Atlanta,GA,30339,Cobb,porterpizzabrewery.com,678-996-6908,BP,,,13067
Atlanta GA,Terrapin Taproom & ATL Brew Lab (Molson Coors Beverage Co),755 Battery Ave SE - Suite 100,Atlanta,GA,30339,Cobb,www.terrapintaproom.com/,404-494-1202,BP,,,13067
Atlanta GA,Candler Rail Brewery,1660 DeKalb Ave NE - Suite 150,Atlanta,GA,30307,DeKalb,www.candlerrailbrewery.com,404-464-5035,BP,NEW,5/2/2021,13089
Atlanta GA,Hippin Hops Brewing Co,1308 Glenwood Ave SE,Atlanta,GA,30316,DeKalb,www.hippinhopsbrewery.com,678-713-2739,BP,NEW,6/22/2021,13089
Atlanta GA,Slice & Pints,1593 N Decatur Rd NE,Atlanta,GA,30307,DeKalb,sliceandpint.com/,404-883-3406,BP,,,13089
Atlanta GA,Three Taverns Imaginarium,777 Memorial Dr SE,Atlanta,GA,30316,DeKalb,www.threetavernsbrewery.com/imaginarium,404-600-3355,BC/TR,,,13089
Atlanta GA,Wrecking Bar Brewpub,292 Moreland Ave NE,Atlanta,GA,30307,DeKalb,www.wreckingbarbrewpub.com/,404-221-2600,BP,,,13089
Atlanta GA,5 Seasons Brewing Co,1000 Marietta St NW,Atlanta,GA,30318,Fulton,www.5seasonsbrewing.com/,404-875-3232,BP,,,13121
Atlanta GA,Atlanta Brewing Co,2349 Defoor Hills Rd NW,Atlanta,GA,30318,Fulton,www.atlantabrewing.com/,404-892-4436,BC/TR,,,13121
Atlanta GA,Best End Brewing Co,1036 White St SW,Atlanta,GA,30310,Fulton,bestendbrewing.com,470-391-0999,BP,,,13121
Atlanta GA,Biggerstaff Brewing Co,521 Edgewood Ave SE,Atlanta,GA,30312,Fulton,,404-796-9919,BP,NEW,10/18/2021,13121
Atlanta GA,Bold Monk Brewery,1737 Ellsworth Industrial Blvd NW,Atlanta,GA,30318,Fulton,www.boldmonkbrewingco.com,404-390-3288,BP,,,13121
Atlanta GA,Elsewhere Brewing Co,1039 Grant St SE - Suite B34,Atlanta,GA,30315,Fulton,www.elsewherebrewing.com,,BP,,,13121
Atlanta GA,Eventide Brewing Co,1015 Grant St SE,Atlanta,GA,30315,Fulton,eventidebrewing.com/,404-907-4543,BC/TR,,,13121
Atlanta GA,Fire Maker Brewing Co,975 Chattahoochee Ave NW,Atlanta,GA,30318,Fulton,www.firemakerbeer.com,678-705-8777,BC/TR,,,13121
Atlanta GA,Halfway Crooks Beer,60 Georgia Ave SE,Atlanta,GA,30312,Fulton,halfwaycrooks.beer,678-705-5530,BP,,,13121
Atlanta GA,Iron Hill Brewing Co,3535 Peachtree Rd NE,Atlanta,GA,30326,Fulton,www.ironhillbrewery.com/buckhead-ga,470-225-6683,BP,,,13121
Atlanta GA,Max Lagers Wood-Fired Grill & Brewery,320 Peachtree St,Atlanta,GA,30308,Fulton,www.maxlagers.com/,404-525-4400,BP,,,13121
Atlanta GA,Monday Night Brewing Co,670 Trabert Ave NW,Atlanta,GA,30318,Fulton,www.mondaynightbrewing.com/,404-352-7703,BC/TR,,,13121
Atlanta GA,Monday Night Brewing Co (The Garage),933 Lee St SW,Atlanta,GA,30310,Fulton,mondaynightbrewing.com/locations/garage/,404-352-7703,BC/TR,,,13121
Atlanta GA,New Realm Brewing Co,550 Somerset Terrace NE - Suite A,Atlanta,GA,30306,Fulton,newrealmbrewing.com,404-968-2777,BP,,,13121
Atlanta GA,Orpheus Brewing Co,1440 Dutch Valley Place NE,Atlanta,GA,30324,Fulton,www.orpheusbrewing.com/,404-394-6246,BC/TR,,,13121
Atlanta GA,Park Tavern,500 10th St NE,Atlanta,GA,30306,Fulton,www.parktavern.com/,404-249-0001,BP,,,13121
Atlanta GA,Round Trip Brewing Co,1279 Seaboard Industrial Blvd NW,Atlanta,GA,30318,Fulton,roundtripbrewing.com,404-963-1252,BC/TR,NEW,5/2/2021,13121
Atlanta GA,Scofflaw Brewing Co,1738 MacArthur Blvd NW,Atlanta,GA,30318,Fulton,,404-343-2832,BC,,,13121
Atlanta GA,Scofflaw Brewing Co (Dr Scofflaws Laboratory,1295 Chattahoochee Ave NW,Atlanta,GA,30318,Fulton,scofflawbeer.com,,BC/TR,,,13121
Atlanta GA,Second Self Beer Co,1311 Logan Circle NW,Atlanta,GA,30318,Fulton,www.secondselfbeer.com/,678-916-8035,BC,,,13121
Atlanta GA,STATS Brewpub,300 Marietta St NW,Atlanta,GA,30313,Fulton,statsatl.com,404-885-1472,BP,,,13121
Atlanta GA,Steady Hand Beer Co,1611 Ellsworth Industrial Blvd NW - Suite F,Atlanta,GA,30318,Fulton,www.steadyhandbeer.com,404-458-5981,BC/TR,,,13121
Atlanta GA,Sweetwater Brewing Co,195 Ottley Dr,Atlanta,GA,30336,Fulton,www.sweetwaterbrew.com/,404-691-2537,BC/TR,,,13121
Atlanta GA,Torched Hop Brewing Co,249 Ponce De Leon Avenue NE,Atlanta,GA,30308,Fulton,www.torchedhopbrewing.com/,404-835-2040,BP,,,13121
Atlanta GA,Wild Heaven West End Brewery and Gardens,1010 White St SW,Atlanta,GA,30310,Fulton,wildheavenbeer.com/west-end,404-441-4836,BP,,,13121
Augusta GA,Riverwatch Brewery,1176 4th St - Bldg 61,Augusta,GA,30901,Richmond,www.riverwatchbrewery.com/,706-496-3263,BC/TR,,,13245
Augusta GA,Savannah River Brewing Co,813 5th St,Augusta,GA,30901,Richmond,www.savannahriverbrew.com,706-426-8212,BC/TR,,,13245
Avondale Estates GA,Little Cottage Brewery,120 Olive St – Suite 500,Avondale Estates,GA,30002,DeKalb,www.littlecottagebrewery.com,404-382-7960,BC/TR,NEW,7/29/2021,13089
Avondale Estates GA,Lost Druid Brewery,2866 Washington St,Avondale Estates,GA,30002,DeKalb,thelostdruid.com/,404-998-5679,BP,,,13089
Bainbridge GA,Southern Philosophy Brewing,114 E Broughton St,Bainbridge,GA,39817,Decatur,www.facebook.com/Southern-Philosophy-Brewing-2170505803259560,229-400-9494,BP,,,13087
Ball Ground GA,RockSolid Brewing Co,345 Gilmer Ferry Rd,Ball Ground,GA,30107,Cherokee,www.rocksolidbrewingco.com,,BC/TR,,,13057
Blue Ridge GA,Fannin Brewing Co,3758 E 1st St,Blue Ridge,GA,30513,Fannin,www.fanninbrewingcompany.com/,706-258-2762,BC/TR,,,13111
Blue Ridge GA,Grumpy Old Men Brewing Co,1315 E Main St,Blue Ridge,GA,30513,Fannin,www.grumpyoldmenbrewing.com/,404-966-2665,BC,,,13111
Braselton GA,Braselton Brewing Co,9839 Davis St,Braselton,GA,30517,Jackson,braseltonbrewing.com,706-684-0686,BP,,,13157
Brunswick GA,Hop Soul Brewing Co,271 Warren Mason Blvd,Brunswick,GA,31520,Glynn,hopsoulbrewery.com,912-574-5730,BP,,,13127
Brunswick GA,Silver Bluff Brewing Co,1325 Newcastle St,Brunswick,GA,31520,Glynn,silverbluff.com,912-275-7024,BC/TR,,,13127
Calhoun GA,Freight and Rail Brewing Co,118 S Park Ave,Calhoun,GA,30701,Gordon,freightandrail.com,762-204-2129,BC/TR,,,13129
Canton GA,Green Line Brewery,192 E Main St,Canton,GA,30114,Cherokee,www.greenlinebrewery.com,,BP,,,13057
Canton GA,Reformation Brewery,225 Reformation Pkwy – Suite 500,Canton,GA,30114,Cherokee,reformationbrewery.com/canton,678-341-0828,BC/TR,,,13057
Carrollton GA,Printers Ale Manufacturing Co,940 Columbia Dr,Carrollton,GA,30107,Cherokee,printers-ale.com/,770-836-4253,BC/TR,,,13057
Cartersville GA,Anheuser - Busch Inc (AB-InBev),100 Busch Dr,Cartersville,GA,30120,Bartow,www.anheuser-busch.com/,404-382-7347,BC,,,13015
Cartersville GA,Drowned Valley Brewing Co,4 S Tennessee St,Cartersville,GA,30120,Bartow,www.facebook.com/DrownedValleyBrewing,404-630-9868,BC/TR,,,13015
Chamblee GA,Hopstix,3404 Pierce Dr,Chamblee,GA,30341,DeKalb,www.hopstixbrewing.com,678-888-2306,BP,,,13089
Cleveland GA,Tantrum Brewing Co,1939 Helen Hwy,Cleveland,GA,30528,White,tantrumbeer.com,770-519-1900,BC/TR,,,13311
Columbus GA,Cannon Brew Pub,1041 Broadway,Columbus,GA,31901,Muscogee,www.thecannonbrewpub.com/,706-653-2337,BP,,,13215
Columbus GA,Chattabrewchee Southern Brewhouse,1301 6th Ave - Suite C,Columbus,GA,31901,Muscogee,www.chattabrewchee.com,706-641-2733,BC/TR,,,13215
Commerce GA,Strange Duck Brewing Co,26 Old Allen Rd,Commerce,GA,30530,Banks,strangeduckbrewing.com,706-201-5094,BC/TR,,,13011
Cumming GA,Cherry Street Brewing Cooperative (Rick Tanners Grill & Bar),5810 Bond St - Vickery Village,Cumming,GA,30040,Forsyth,www.cherrystreetbrewing.com/,770-205-5512,BP,,,13117
Cumming GA,NoFo Brew Co,6150 Hwy 400,Cumming,GA,30028,Forsyth,nofobrew.co,678-771-8116,BC/TR,,,13117
Dahlonega GA,Dahlonega Brewery (Etowah Meadery),3003 Morrison Moore Ply E,Dahlonega,GA,30533,Lumpkin,www.etowahmeadery.com,706-864-6323,BC/TR,,,13187
Dahlonega GA,Three Rangers Brewing Co,3003 Morrison Moore Ply E,Dahlonega,GA,30533,Lumpkin,www.facebook.com/threerangersbrewing,706-864-6323,BC/TR,,,13187
Dallas GA,Bucking Goat Brewery,76 Seven Hills Blvd,Dallas,GA,30132,Paulding,www.facebook.com/buckinggoat,770-298-1739,BC/TR,NEW,5/2/2021,13223
Dalton GA,Cherokee Brewing & Pizza Co,207-B W Cuyler St,Dalton,GA,30720,Whitfield,www.facebook.com/cherokeebrewingandpizza/,706-529-9478,BP,,,13313
Dalton GA,Dalton Brewing Co,112 W King St,Dalton,GA,30720,Whitfield,www.daltonbrewing.com,706-804-2739,BC/TR,,,13313
Decatur GA,Inner Voice Brewing Co,308 W Ponce de Leon Ave - Suite H,Decatur,GA,30030,DeKalb,www.innervoicebrewing.beer,470-428-3194,BC/TR,NEW,10/18/2021,13089
Decatur GA,Sceptre Brewing Arts,630 East Lake Dr - Suite E,Decatur,GA,30030,DeKalb,www.sceptrebrewingarts.com,470-428-4359,BP,,,13089
Decatur GA,Three Taverns Craft Brewery,121 New St,Decatur,GA,30030,DeKalb,threetavernsbrewery.com/,404-934-8474,BC,,,13089
Decatur GA,Twains Billards & Tap,211 E Trinity Pl,Decatur,GA,30030,DeKalb,www.twains.net/,404-373-0063,BP,,,13089
Decatur GA,Wild Heaven Craft Beer Brewery,135B Maple St,Decatur,GA,30030,DeKalb,wildheavencraftbeers.com/,404-997-8589,BC/TR,,,13089
Duluth GA,6S Brewing Co,3111 Main St,Duluth,GA,30096,Gwinnett,www.6sbeer.com,678-571-7353,BC/TR,NEW,5/2/2021,13135
Duluth GA,Good Word Brewing and Public House,3085 Main St √± Suite 520,Duluth,GA,30096,Gwinnett,www.goodwordbrewing.com,404-973-2077,BP,,,13135
Dunwoody GA,Iron Hill Brewing Co (Iron Hill Perimeter),1224 Hammond Dr,Dunwoody,GA,30346,DeKalb,ironhillbrewery.com/perimeter-ga,302-888-2739,BP,NEW,10/18/2021,13089
Dunwoody GA,Porter Q and Brewery,5486 Chamblee Dunwoody Rd - Suite 14,Dunwoody,GA,30338,DeKalb,porterbbqbrewery.com,678-580-1710,BP,,,13089
Ellijay GA,Cartecay River Brewing Co,26 River Terrace,Ellijay,GA,30540,Gilmer,www.cartecayriverbrewing.com,706-395-8985,BC/TR,,,13123
Fairburn GA,Cochran Mill Brewing Co,27 Word St,Fairburn,GA,30213,Fulton,www.cochranmillbrewing.com,770-851-7896,BC/TR,,,13121
Fairburn GA,Strawn Brewing Co,27 Word St,Fairburn,GA,30213,Fulton,www.strawnbrewing.com/,678-545-3775,BC/TR,,,13121
Forsyth GA,Fox City Brewing Co,45 N Kimbell St,Forsyth,GA,31029,Monroe,foxcitybrewing.com,478-993-2174,BP,,,13207
Fort Benning GA,Benning Brew Pub,4 Sightseeing Rd - Building 278,Fort Benning,GA,31905,Muscogee,www.benningmwr.com/clubs-and-pubs/,706-545-8426,BP,,,13215
Gainesville GA,Left Nut Brewing Co,2100 Atlanta Hwy,Gainesville,GA,30504,Hall,leftnutbrewing.com/,,BC,,,13139
Gay GA,Towerhouse Farm Brewery,91 Germany Rd,Gay,GA,30218,Meriwether,www.towerhousebrewing.com/the-farmstand,404-402-9881,BC/TR,NEW,5/2/2021,13199
Greensboro GA,Oconee Brewing Co,202 N West St,Greensboro,GA,30621,Oconee,oconeebrewingco.com/,706-920-1177,BC/TR,,,13219
Hapeville GA,Arches Brewing Co,3361 Dogwood Dr,Hapeville,GA,30354,Fulton,www.archesbrewing.com/,404-307-9767,BC/TR,,,13121
Hartwell GA,Southern Hart Brewing Co,350 Howell St,Hartwell,GA,30643,Hart,southernhartbrewing.com,706-395-2739,BP,,,13147
