FIPS,State,County_Name,County,Population_2010,UIC_2013,Description,City/Suburb/Town/Rural
19173,IA,Taylor County,Taylor ,"6,317",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
19177,IA,Van Buren County,Van Buren ,"7,570",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
20017,KS,Chase County,Chase ,"2,790",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
20025,KS,Clark County,Clark ,"2,215",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
20047,KS,Edwards County,Edwards ,"3,037",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
20069,KS,Gray County,Gray ,"6,006",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
20075,KS,Hamilton County,Hamilton ,"2,690",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
20081,KS,Haskell County,Haskell ,"4,256",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
20083,KS,Hodgeman County,Hodgeman ,"1,916",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
20097,KS,Kiowa County,Kiowa ,"2,553",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
20105,KS,Lincoln County,Lincoln ,"3,241",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
20119,KS,Meade County,Meade ,"4,575",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
20163,KS,Rooks County,Rooks ,"5,181",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
20165,KS,Rush County,Rush ,"3,307",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
20185,KS,Stafford County,Stafford ,"4,437",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
20195,KS,Trego County,Trego ,"3,001",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
20205,KS,Wilson County,Wilson ,"9,409",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
21039,KY,Carlisle County,Carlisle ,"5,104",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
21045,KY,Casey County,Casey ,"15,955",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
21051,KY,Clay County,Clay ,"21,730",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
21057,KY,Cumberland County,Cumberland ,"6,856",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
21095,KY,Harlan County,Harlan ,"29,278",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
21105,KY,Hickman County,Hickman ,"4,902",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
21109,KY,Jackson County,Jackson ,"13,494",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
21131,KY,Leslie County,Leslie ,"11,310",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
21133,KY,Letcher County,Letcher ,"24,519",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
21147,KY,McCreary County,McCreary ,"18,306",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
21207,KY,Russell County,Russell ,"17,565",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
22025,LA,Catahoula Parish,Catahoula Parish,"10,407",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
22107,LA,Tensas Parish,Tensas Parish,"5,252",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
22123,LA,West Carroll Parish,West Carroll Parish,"11,604",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
26001,MI,Alcona County,Alcona ,"10,942",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
26003,MI,Alger County,Alger ,"9,601",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
26009,MI,Antrim County,Antrim ,"23,580",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
26013,MI,Baraga County,Baraga ,"8,860",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
26085,MI,Lake County,Lake ,"11,539",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
26095,MI,Luce County,Luce ,"6,631",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
26097,MI,Mackinac County,Mackinac ,"11,113",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
26119,MI,Montmorency County,Montmorency ,"9,765",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
26131,MI,Ontonagon County,Ontonagon ,"6,780",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
26133,MI,Osceola County,Osceola ,"23,528",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
27051,MN,Grant County,Grant ,"6,018",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
27081,MN,Lincoln County,Lincoln ,"5,896",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
27101,MN,Murray County,Murray ,"8,725",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
28013,MS,Calhoun County,Calhoun ,"14,962",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
28019,MS,Choctaw County,Choctaw ,"8,547",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
28037,MS,Franklin County,Franklin ,"8,118",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
28147,MS,Walthall County,Walthall ,"15,443",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
28155,MS,Webster County,Webster ,"10,253",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
29005,MO,Atchison County,Atchison ,"5,685",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
29015,MO,Benton County,Benton ,"19,056",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
29035,MO,Carter County,Carter ,"6,265",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
29041,MO,Chariton County,Chariton ,"7,831",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
29093,MO,Iron County,Iron ,"10,630",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
29103,MO,Knox County,Knox ,"4,131",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
29149,MO,Oregon County,Oregon ,"10,881",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
29153,MO,Ozark County,Ozark ,"9,723",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
29171,MO,Putnam County,Putnam ,"4,979",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
29181,MO,Ripley County,Ripley ,"14,100",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
29199,MO,Scotland County,Scotland ,"4,843",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
29203,MO,Shannon County,Shannon ,"8,441",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
29205,MO,Shelby County,Shelby ,"6,373",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
29211,MO,Sullivan County,Sullivan ,"6,714",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
29223,MO,Wayne County,Wayne ,"13,521",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
29227,MO,Worth County,Worth ,"2,171",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
30007,MT,Broadwater County,Broadwater ,"5,612",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
30057,MT,Madison County,Madison ,"7,691",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
30059,MT,Meagher County,Meagher ,"1,891",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
31003,NE,Antelope County,Antelope ,"6,685",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
31005,NE,Arthur County,Arthur ,460,10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
31009,NE,Blaine County,Blaine ,478,10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
31011,NE,Boone County,Boone ,"5,505",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
31027,NE,Cedar County,Cedar ,"8,852",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
31061,NE,Franklin County,Franklin ,"3,225",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
31063,NE,Frontier County,Frontier ,"2,756",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
31083,NE,Harlan County,Harlan ,"3,423",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
31085,NE,Hayes County,Hayes ,967,10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
31107,NE,Knox County,Knox ,"8,701",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
31123,NE,Morrill County,Morrill ,"5,042",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
31133,NE,Pawnee County,Pawnee ,"2,773",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
31135,NE,Perkins County,Perkins ,"2,970",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
31143,NE,Polk County,Polk ,"5,406",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
31171,NE,Thomas County,Thomas ,647,10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
31181,NE,Webster County,Webster ,"3,812",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
32009,NV,Esmeralda County,Esmeralda ,783,10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
32027,NV,Pershing County,Pershing ,"6,753",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
35003,NM,Catron County,Catron ,"3,725",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
35033,NM,Mora County,Mora ,"4,881",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
37005,NC,Alleghany County,Alleghany ,"11,155",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
37009,NC,Ashe County,Ashe ,"27,281",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
37095,NC,Hyde County,Hyde ,"5,810",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
37121,NC,Mitchell County,Mitchell ,"15,579",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
38007,ND,Billings County,Billings ,783,10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
38009,ND,Bottineau County,Bottineau ,"6,429",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
38013,ND,Burke County,Burke ,"1,968",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
38021,ND,Dickey County,Dickey ,"5,289",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
38023,ND,Divide County,Divide ,"2,071",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
38025,ND,Dunn County,Dunn ,"3,536",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
38031,ND,Foster County,Foster ,"3,343",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
38041,ND,Hettinger County,Hettinger ,"2,477",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
38045,ND,LaMoure County,LaMoure ,"4,139",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
38047,ND,Logan County,Logan ,"1,990",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
38053,ND,McKenzie County,McKenzie ,"6,360",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
38061,ND,Mountrail County,Mountrail ,"7,673",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
38081,ND,Sargent County,Sargent ,"3,829",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
39121,OH,Noble County,Noble ,"14,645",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
40003,OK,Alfalfa County,Alfalfa ,"5,642",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
40007,OK,Beaver County,Beaver ,"5,636",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
40025,OK,Cimarron County,Cimarron ,"2,475",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
40029,OK,Coal County,Coal ,"5,925",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
40043,OK,Dewey County,Dewey ,"4,810",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
40045,OK,Ellis County,Ellis ,"4,151",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
40053,OK,Grant County,Grant ,"4,527",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
40057,OK,Harmon County,Harmon ,"2,922",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
40059,OK,Harper County,Harper ,"3,685",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
40129,OK,Roger Mills County,Roger Mills ,"3,647",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
41055,OR,Sherman County,Sherman ,"1,765",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
41063,OR,Wallowa County,Wallowa ,"7,008",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
41069,OR,Wheeler County,Wheeler ,"1,441",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
42023,PA,Cameron County,Cameron ,"5,085",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
46003,SD,Aurora County,Aurora ,"2,710",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
46009,SD,Bon Homme County,Bon Homme ,"7,070",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
46025,SD,Clark County,Clark ,"3,691",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
46037,SD,Day County,Day ,"5,710",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
46039,SD,Deuel County,Deuel ,"4,364",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
46043,SD,Douglas County,Douglas ,"3,002",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
46049,SD,Faulk County,Faulk ,"2,364",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
46057,SD,Hamlin County,Hamlin ,"5,903",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
46059,SD,Hand County,Hand ,"3,431",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
46069,SD,Hyde County,Hyde ,"1,420",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
46073,SD,Jerauld County,Jerauld ,"2,071",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
46075,SD,Jones County,Jones ,"1,006",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
46077,SD,Kingsbury County,Kingsbury ,"5,148",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
46085,SD,Lyman County,Lyman ,"3,755",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
46089,SD,McPherson County,McPherson ,"2,459",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
46091,SD,Marshall County,Marshall ,"4,656",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
46107,SD,Potter County,Potter ,"2,329",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
46109,SD,Roberts County,Roberts ,"10,149",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
46111,SD,Sanborn County,Sanborn ,"2,355",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
46115,SD,Spink County,Spink ,"6,415",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
47027,TN,Clay County,Clay ,"7,861",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
47049,TN,Fentress County,Fentress ,"17,959",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
47137,TN,Pickett County,Pickett ,"5,077",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
47175,TN,Van Buren County,Van Buren ,"5,548",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
48079,TX,Cochran County,Cochran ,"3,127",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
48087,TX,Collingsworth County,Collingsworth ,"3,057",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
48155,TX,Foard County,Foard ,"1,336",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
48263,TX,Kent County,Kent ,808,10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
48271,TX,Kinney County,Kinney ,"3,598",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
48319,TX,Mason County,Mason ,"4,012",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
48333,TX,Mills County,Mills ,"4,936",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
48385,TX,Real County,Real ,"3,309",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
48393,TX,Roberts County,Roberts ,929,10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
48405,TX,San Augustine County,San Augustine ,"8,865",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
48421,TX,Sherman County,Sherman ,"3,034",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
48483,TX,Wheeler County,Wheeler ,"5,410",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
49009,UT,Daggett County,Daggett ,"1,059",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
49015,UT,Emery County,Emery ,"10,976",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
51027,VA,Buchanan County,Buchanan ,"24,098",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
54021,WV,Gilmer County,Gilmer ,"8,693",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
54047,WV,McDowell County,McDowell ,"22,113",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
54075,WV,Pocahontas County,Pocahontas ,"8,719",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
56011,WY,Crook County,Crook ,"7,083",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
56035,WY,Sublette County,Sublette ,"10,247",10,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              ",Rural
1025,AL,Clarke County,Clarke ,"25,833",11,"Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents          ",Rural
1035,AL,Conecuh County,Conecuh ,"13,228",11,"Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents          ",Rural
1091,AL,Marengo County,Marengo ,"21,027",11,"Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents          ",Rural
1093,AL,Marion County,Marion ,"30,776",11,"Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents          ",Rural
1099,AL,Monroe County,Monroe ,"23,068",11,"Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents          ",Rural
2016,AK,Aleutians West Census Area,Aleutians West Census Area,"5,561",11,"Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents          ",Rural
2050,AK,Bethel Census Area,Bethel Census Area,"17,013",11,"Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents          ",Rural
2122,AK,Kenai Peninsula Borough,Kenai Peninsula Borough,"55,400",11,"Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents          ",Rural
2150,AK,Kodiak Island Borough,Kodiak Island Borough,"13,592",11,"Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents          ",Rural
2180,AK,Nome Census Area,Nome Census Area,"9,492",11,"Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents          ",Rural
2185,AK,North Slope Borough,North Slope Borough,"9,430",11,"Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents          ",Rural
2188,AK,Northwest Arctic Borough,Northwest Arctic Borough,"7,523",11,"Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents          ",Rural
2195,AK,Petersburg Census area,Petersburg Census area,"3,815",11,"Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents          ",Rural
2220,AK,Sitka City and Borough,Sitka City and Borough,"8,881",11,"Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents          ",Rural
2261,AK,Valdez-Cordova Census Area,Valdez-Cordova Census Area,"9,636",11,"Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents          ",Rural
5003,AR,Ashley County,Ashley ,"21,853",11,"Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents          ",Rural
5113,AR,Polk County,Polk ,"20,662",11,"Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents          ",Rural
6027,CA,Inyo County,Inyo ,"18,546",11,"Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents          ",Rural
6051,CA,Mono County,Mono ,"14,202",11,"Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents          ",Rural
8003,CO,Alamosa County,Alamosa ,"15,445",11,"Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents          ",Rural
8015,CO,Chaffee County,Chaffee ,"17,809",11,"Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents          ",Rural
8051,CO,Gunnison County,Gunnison ,"15,324",11,"Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents          ",Rural
8063,CO,Kit Carson County,Kit Carson ,"8,270",11,"Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents          ",Rural
8071,CO,Las Animas County,Las Animas ,"15,507",11,"Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents          ",Rural
8099,CO,Prowers County,Prowers ,"12,551",11,"Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents          ",Rural
8105,CO,Rio Grande County,Rio Grande ,"11,982",11,"Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents          ",Rural
8125,CO,Yuma County,Yuma ,"10,043",11,"Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents          ",Rural
13239,GA,Quitman County,Quitman ,"2,513",11,"Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents          ",Rural
13271,GA,Telfair County,Telfair ,"16,500",11,"Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents          ",Rural
16007,ID,Bear Lake County,Bear Lake ,"5,986",11,"Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents          ",Rural
16059,ID,Lemhi County,Lemhi ,"7,936",11,"Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents          ",Rural
17159,IL,Richland County,Richland ,"16,233",11,"Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents          ",Rural
17185,IL,Wabash County,Wabash ,"11,947",11,"Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents          ",Rural
19027,IA,Carroll County,Carroll ,"20,816",11,"Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents          ",Rural
19047,IA,Crawford County,Crawford ,"17,096",11,"Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents          ",Rural
19109,IA,Kossuth County,Kossuth ,"15,543",11,"Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents          ",Rural
19167,IA,Sioux County,Sioux ,"33,704",11,"Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents          ",Rural
19191,IA,Winneshiek County,Winneshiek ,"21,056",11,"Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents          ",Rural
20001,KS,Allen County,Allen ,"13,371",11,"Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents          ",Rural
20123,KS,Mitchell County,Mitchell ,"6,373",11,"Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents          ",Rural
20137,KS,Norton County,Norton ,"5,671",11,"Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents          ",Rural
20147,KS,Phillips County,Phillips ,"5,642",11,"Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents          ",Rural
20151,KS,Pratt County,Pratt ,"9,656",11,"Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents          ",Rural
20181,KS,Sherman County,Sherman ,"6,010",11,"Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents          ",Rural
20193,KS,Thomas County,Thomas ,"7,900",11,"Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents          ",Rural
21071,KY,Floyd County,Floyd ,"39,451",11,"Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents          ",Rural
21115,KY,Johnson County,Johnson ,"23,356",11,"Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents          ",Rural
21175,KY,Morgan County,Morgan ,"13,923",11,"Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents          ",Rural
21193,KY,Perry County,Perry ,"28,712",11,"Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents          ",Rural
21195,KY,Pike County,Pike ,"65,024",11,"Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents          ",Rural
22035,LA,East Carroll Parish,East Carroll Parish,"7,759",11,"Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents          ",Rural
22041,LA,Franklin Parish,Franklin Parish,"20,767",11,"Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents          ",Rural
23003,ME,Aroostook County,Aroostook ,"71,870",11,"Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents          ",Rural
23013,ME,Knox County,Knox ,"39,736",11,"Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents          ",Rural
23029,ME,Washington County,Washington ,"32,856",11,"Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents          ",Rural
25019,MA,Nantucket County,Nantucket ,"10,172",11,"Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents          ",Rural
